model,label,instance,ai_n_files,ai_n_test,ai_n_config_doc,ai_n_source,ai_second_file,ai_second_cat,gold_n_files,gold_n_test,gold_n_config_doc,gold_n_source,gold_second_file,gold_second_cat
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-431442c92887a3aece3f8aa771dd029738a80eb1-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,1,0,0,1,,none,2,0,0,2,openlibrary/solr/query_utils.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-43f9e7e0d56a4f1d487533543c17040a029ac501-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,3,0,0,3,openlibrary/records/driver.py,source,1,0,0,1,,none
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-4a5d2a7d24c9e4c11d3069220c0685b736d5ecde-v13642507b4fc1f8d234172bf8129942da2c2ca26,1,0,0,1,,none,3,0,2,1,openlibrary/i18n/messages.pot,config_doc
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-58999808a17a26b387f8237860a7a524d1e2d262-v08d8e8889ec945ab821fb156c04c7d2e2810debb,1,0,0,1,,none,2,0,0,2,openlibrary/plugins/upstream/checkins.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-60725705782832a2cb22e17c49697948a42a9d03-v298a7a812ceed28c4c18355a091f1b268fe56d86,1,0,0,1,,none,4,0,2,2,openlibrary/plugins/upstream/models.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-62d2243131a9c7e6aee00d1e9c5660fd5b594e89-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,2,0,0,2,openlibrary/solr/updater/author.py,source,2,0,0,2,openlibrary/solr/updater/author.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-6a117fab6c963b74dc1ba907d838e74f76d34a4b-v13642507b4fc1f8d234172bf8129942da2c2ca26,12,4,3,5,openlibrary/book_providers.py,source,7,0,4,3,openlibrary/i18n/messages.pot,config_doc
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-6afdb09df692223c3a31df65cfa92f15e5614c01-v08d8e8889ec945ab821fb156c04c7d2e2810debb,1,0,0,1,,none,1,0,0,1,,none
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-6e889f4a733c9f8ce9a9bd2ec6a934413adcedb9-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,2,0,0,2,openlibrary/plugins/upstream/utils.py,source,2,0,0,2,openlibrary/plugins/upstream/utils.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-6fdbbeee4c0a7e976ff3e46fb1d36f4eb110c428-v08d8e8889ec945ab821fb156c04c7d2e2810debb,7,0,3,4,FINAL_VALIDATION.md,config_doc,6,0,0,6,openlibrary/core/helpers.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-72321288ea790a3ace9e36f1c05b68c93f7eec43-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,1,0,0,1,,none,4,0,0,4,openlibrary/solr/query_utils.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-757fcf46c70530739c150c57b37d6375f155dc97-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,4,0,0,4,openlibrary/catalog/add_book/match.py,source,4,0,0,4,openlibrary/catalog/add_book/match.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-798a582540019363d14b2090755cc7b89a350788-v430f20c722405e462d9ef44dee7d34c41e76fe7a,7,1,1,5,openlibrary/core/lists/model.py,source,6,0,0,6,openlibrary/core/models.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-7bf3238533070f2d24bafbb26eedf675d51941f6-v08d8e8889ec945ab821fb156c04c7d2e2810debb,12,5,3,4,FINAL_VERIFICATION.txt,config_doc,9,0,1,8,openlibrary/core/bookshelves.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-7cbfb812ef0e1f9716e2d6e85d538a96fcb79d13-vfa6ff903cb27f336e17654595dd900fa943dcd91,2,0,1,1,openlibrary/core/observations.py,source,5,0,1,4,openlibrary/core/observations.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-7f6b722a10f822171501d027cad60afe53337732-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,3,0,0,3,openlibrary/plugins/worksearch/schemes/__init__.py,source,13,0,5,8,openlibrary/plugins/worksearch/code.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-7f7e53aa4cf74a4f8549a5bcd4810c527e2f6d7e-v13642507b4fc1f8d234172bf8129942da2c2ca26,5,1,1,3,final_verification.py,source,1,0,0,1,,none
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-8a5a63af6e0be406aa6c8c9b6d5f28b2f1b6af5a-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,3,0,0,3,scripts/monitoring/monitor.py,source,5,0,2,3,scripts/monitoring/haproxy_monitor.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-91efee627df01e32007abf2d6ebf73f9d9053076-vbee42ad1b72fb23c6a1c874868a720b370983ed2,9,4,3,2,openlibrary/templates/account/books.html,config_doc,2,0,1,1,openlibrary/utils/dateutil.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-92db3454aeaa02f89b4cdbc3103f7e95c9759f92-v2c55207218fb8a0138425cbf7d9675272e240b90,2,0,1,1,openlibrary/core/bookshelves.py,source,11,0,5,6,openlibrary/core/bookshelves.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-9c392b60e2c6fa1d68cb68084b4b4ff04d0cb35c-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,4,0,3,1,IMPLEMENTATION_SUMMARY.md,config_doc,3,0,0,3,openlibrary/catalog/marc/marc_binary.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-a7b7dc5735a1b3a9824376b1b469b556dd413981-va4315b5dc369c1ef66ae22f9ae4267aa3114e1b3,2,0,0,2,openlibrary/solr/query_utils.py,source,2,0,0,2,openlibrary/solr/query_utils.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-b112069e31e0553b2d374abb5f9c5e05e8f3dbbe-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,6,0,1,5,openlibrary/core/stats.py,source,5,0,0,5,openlibrary/core/stats.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-b4f7c185ae5f1824ac7f3a18e8adf6a4b468459c-v08d8e8889ec945ab821fb156c04c7d2e2810debb,2,1,0,1,openlibrary/tests/solr/test_update_work.py,test,2,0,0,2,openlibrary/solr/utils.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-ba3abfb6af6e722185d3715929ab0f3e5a134eed-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,4,0,1,3,openlibrary/catalog/add_book/__init__.py,source,3,0,0,3,openlibrary/catalog/utils/__init__.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-bdba0af0f6cbaca8b5fc3be2a3080f38156d9c92-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,1,0,0,1,,none,2,0,1,1,openlibrary/utils/dateutil.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-c05ccf2cd8baa81609434e0e35c4a63bc0da5a25-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,2,1,0,1,openlibrary/tests/catalog/conftest.py,test,1,0,0,1,,none
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-c12943be1db80cf1114bc267ddf4f9933aca9b28-v2c55207218fb8a0138425cbf7d9675272e240b90,7,4,1,2,openlibrary/catalog/marc/parse.py,source,3,0,0,3,openlibrary/plugins/upstream/models.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-c4eebe6677acc4629cb541a98d5e91311444f5d4-v13642507b4fc1f8d234172bf8129942da2c2ca26,1,0,0,1,,none,2,0,0,2,openlibrary/core/models.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-c506c1b0b678892af5cb22c1c1dbc35d96787a0a-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,3,2,0,1,test_edge_cases.py,test,14,0,4,10,conf/solr/conf/managed-schema.xml,config_doc
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-d109cc7e6e161170391f98f9a6fa1d02534c18e4-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,2,0,0,2,openlibrary/plugins/openlibrary/lists.py,source,10,0,4,6,openlibrary/macros/SearchResultsWork.html,config_doc
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-d8162c226a9d576f094dc1830c4c1ffd0be2dd17-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,2,0,1,1,openlibrary/catalog/utils/__init__.py,source,3,0,0,3,openlibrary/catalog/utils/__init__.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-de6ae10512f1b5ef585c8341b451bc49c9fd4996-vfa6ff903cb27f336e17654595dd900fa943dcd91,1,0,0,1,,none,1,0,0,1,,none
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-e010b2a13697de70170033902ba2e27a1e1acbe9-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,3,0,0,3,openlibrary/plugins/worksearch/code.py,source,7,0,4,3,openlibrary/i18n/messages.pot,config_doc
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-e390c1212055dd84a262a798e53487e771d3fb64-v8717e18970bcdc4e0d2cea3b1527752b21e74866,3,1,1,1,openlibrary/solr/update_work.py,source,1,0,0,1,,none
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-e8084193a895d8ee81200f49093389a3887479ce-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,2,1,0,1,openlibrary/catalog/marc/tests/test_data/bin_expect/ithaca_two_856u.json,test,1,0,0,1,,none
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-f0341c0ba81c790241b782f5103ce5c9a6edf8e3-ve8fc82d8aae8463b752a211156c5b7b59f349237,3,0,0,3,openlibrary/catalog/utils/__init__.py,source,3,0,0,3,openlibrary/catalog/utils/__init__.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-fad4a40acf5ff5f06cd7441a5c7baf41a7d81fe4-vfa6ff903cb27f336e17654595dd900fa943dcd91,2,1,0,1,openlibrary/tests/catalog/test_get_ia.py,test,2,0,0,2,openlibrary/catalog/marc/marc_subject.py,source
claude-45sonnet-10132025,Sonnet,instance_internetarchive__openlibrary-fdbc0d8f418333c7e575c40b661b582c301ef7ac-v13642507b4fc1f8d234172bf8129942da2c2ca26,1,0,0,1,,none,4,0,0,4,openlibrary/core/imports.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-0833b5f6f140d04200ec91605f88704dd18e2970-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,1,0,0,1,,none,3,0,0,3,qutebrowser/browser/webkit/network/networkreply.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-0aa57e4f7243024fa4bba8853306691b5dbd77b3-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271,2,0,1,1,qutebrowser/config/configdata.yml,config_doc,3,0,2,1,qutebrowser/browser/webengine/darkmode.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-0b621cb0ce2b54d3f93d8d41d8ff4257888a87e5-v2ef375ac784985212b1805e1d0431dc8f1b3c171,1,0,0,1,,none,1,0,0,1,,none
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-0d2afd58f3d0e34af21cee7d8a3fc9d855594e9f-vnan,5,0,0,5,qutebrowser/browser/eventfilter.py,source,4,0,0,4,qutebrowser/browser/eventfilter.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-1943fa072ec3df5a87e18a23b0916f134c131016-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24,8,0,3,5,IMPLEMENTATION_SUMMARY.txt,config_doc,5,0,0,5,qutebrowser/browser/commands.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-1a9e74bfaf9a9db2a510dc14572d33ded6040a57-v2ef375ac784985212b1805e1d0431dc8f1b3c171,9,7,0,2,qutebrowser/config/qtargs.py,source,1,0,0,1,,none
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-1af602b258b97aaba69d2585ed499d95e2303ac2-v2ef375ac784985212b1805e1d0431dc8f1b3c171,3,0,1,2,qutebrowser/components/readlinecommands.py,source,2,0,1,1,qutebrowser/components/readlinecommands.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-2dd8966fdcf11972062c540b7a787e4d0de8d372-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,3,0,0,3,qutebrowser/mainwindow/tabwidget.py,source,5,0,1,4,qutebrowser/config/configdata.yml,config_doc
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-2e961080a85d660148937ee8f0f6b3445a8f2c01-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,4,2,1,1,qutebrowser/config/qtargs.py,source,3,0,2,1,qutebrowser/config/configdata.yml,config_doc
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-35168ade46184d7e5b91dfa04ca42fe2abd82717-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,2,0,0,2,qutebrowser/utils/jinja.py,source,2,0,0,2,qutebrowser/utils/jinja.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-3fd8e12949b8feda401930574facf09dd4180bba,6,0,0,6,qutebrowser/commands/runners.py,source,6,0,1,5,qutebrowser/browser/hints.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-479aa075ac79dc975e2e949e188a328e95bf78ff-vc2f56a753b62a190ddb23cd330c257b9cf560d12,1,0,0,1,,none,1,0,0,1,,none
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-50efac08f623644a85441bbe02ab9347d2b71a9d-v9f8e9d96c85c85a605e382f1510bd08563afc566,1,0,0,1,,none,1,0,0,1,,none
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-52708364b5f91e198defb022d1a5b4b3ebd9b563-v2ef375ac784985212b1805e1d0431dc8f1b3c171,2,0,1,1,qutebrowser/config/configtypes.py,source,4,0,2,2,qutebrowser/config/configdata.yml,config_doc
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-54bcdc1eefa86cc20790973d6997b60c3bba884c-v2ef375ac784985212b1805e1d0431dc8f1b3c171,1,0,0,1,,none,1,0,0,1,,none
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-5e0d6dc1483cb3336ea0e3dcbd4fe4aa00fc1742-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271,11,5,1,5,final_validation.py,source,4,0,2,2,qutebrowser/config/configdata.yml,config_doc
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-5fdc83e5da6222fe61163395baaad7ae57fa2cb4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,3,0,1,2,qutebrowser/config/configfiles.py,source,3,0,0,3,qutebrowser/config/configtypes.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-66cfa15c372fa9e613ea5a82d3b03e4609399fb6-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,2,0,1,1,qutebrowser/config/qtargs.py,source,5,0,3,2,doc/help/settings.asciidoc,config_doc
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-7b603dd6bf195e3e723ce08ff64a82b406e3f6b6-v9f8e9d96c85c85a605e382f1510bd08563afc566,3,0,2,1,IMPLEMENTATION_SUMMARY.md,config_doc,1,0,0,1,,none
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-7f9713b20f623fc40473b7167a082d6db0f0fd40-va0fd88aac89cde702ec1ba84877234da33adce8a,1,0,0,1,,none,3,0,1,2,qutebrowser/browser/webengine/webview.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-85b867fe8d4378c8e371f055c70452f546055854-v2ef375ac784985212b1805e1d0431dc8f1b3c171,1,0,0,1,,none,3,0,1,2,qutebrowser/components/misccommands.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-8cd06741bb56cdca49f5cdc0542da97681154315-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271,2,0,1,1,qutebrowser/config/configdata.yml,config_doc,4,0,3,1,doc/help/settings.asciidoc,config_doc
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-8f46ba3f6dc7b18375f7aa63c48a1fe461190430-v2ef375ac784985212b1805e1d0431dc8f1b3c171,1,0,0,1,,none,3,0,2,1,misc/org.qutebrowser.qutebrowser.desktop,config_doc
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-96b997802e942937e81d2b8a32d08f00d3f4bc4e-v5fc38aaf22415ab0b70567368332beee7955b367,9,5,1,3,final_verification.py,source,2,0,0,2,qutebrowser/utils/utils.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-99029144b5109bb1b2a53964a7c129e009980cd9-va0fd88aac89cde702ec1ba84877234da33adce8a,2,0,0,2,qutebrowser/browser/webengine/webenginesettings.py,source,5,0,3,2,doc/help/settings.asciidoc,config_doc
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-996487c43e4fcc265b541f9eca1e7930e3c5cf05-v2ef375ac784985212b1805e1d0431dc8f1b3c171,4,0,3,1,IMPLEMENTATION_SUMMARY.md,config_doc,2,0,1,1,qutebrowser/config/configtypes.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-bedc9f7fadf93f83d8dee95feeecb9922b6f063f-v2ef375ac784985212b1805e1d0431dc8f1b3c171,9,5,1,3,qutebrowser/browser/downloads.py,source,4,0,0,4,qutebrowser/mainwindow/tabbedbrowser.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-bf045f7ec7c27709ea3ef61cf41a24e8fdd2e7da-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,1,0,0,1,,none,1,0,0,1,,none
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-c09e1439f145c66ee3af574386e277dd2388d094-v2ef375ac784985212b1805e1d0431dc8f1b3c171,3,0,0,3,qutebrowser/completion/models/miscmodels.py,source,4,0,1,3,qutebrowser/browser/qutescheme.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-de4a1c1a2839b5b49c3d4ce21d39de48d24e2091-v2ef375ac784985212b1805e1d0431dc8f1b3c171,6,0,1,5,qutebrowser/app.py,source,4,0,0,4,qutebrowser/config/configinit.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-e5340c449f23608803c286da0563b62f58ba25b0-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,3,0,0,3,qutebrowser/browser/webkit/certificateerror.py,source,7,0,0,7,qutebrowser/browser/webengine/certificateerror.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-e57b6e0eeeb656eb2c84d6547d5a0a7333ecee85-v2ef375ac784985212b1805e1d0431dc8f1b3c171,9,2,5,2,FINAL_SUMMARY.md,config_doc,3,0,0,3,qutebrowser/components/braveadblock.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-e64622cd2df5b521342cf4a62e0d4cb8f8c9ae5a-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,1,0,0,1,,none,1,0,0,1,,none
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-e70f5b03187bdd40e8bf70f5f3ead840f52d1f42-v02ad04386d5238fe2d1a1be450df257370de4b6a,1,0,0,1,,none,2,0,1,1,qutebrowser/misc/guiprocess.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-ebfe9b7aa0c4ba9d451f993e08955004aaec4345-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,2,0,0,2,qutebrowser/utils/qtlog.py,source,2,0,0,2,qutebrowser/utils/qtlog.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-ed19d7f58b2664bb310c7cb6b52c5b9a06ea60b2-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,3,0,0,3,qutebrowser/config/config.py,source,4,0,1,3,qutebrowser/browser/qutescheme.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-ef5ba1a0360b39f9eff027fbdc57f363597c3c3b-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,2,0,1,1,qutebrowser/config/qtargs.py,source,4,0,3,1,doc/help/settings.asciidoc,config_doc
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-f7753550f2c1dcb2348e4779fd5287166754827e-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,3,0,0,3,qutebrowser/keyinput/keyutils.py,source,3,0,0,3,qutebrowser/keyinput/keyutils.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-f8e7fea0becae25ae20606f1422068137189fe9e,2,0,1,1,qutebrowser/config/qtargs.py,source,4,0,3,1,doc/help/settings.asciidoc,config_doc
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-f91ace96223cac8161c16dd061907e138fe85111-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,4,2,0,2,qutebrowser/utils/qtlog.py,source,3,0,0,3,qutebrowser/utils/log.py,source
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171,9,5,2,2,qutebrowser/browser/commands.py,source,6,0,4,2,doc/help/commands.asciidoc,config_doc
claude-45sonnet-10132025,Sonnet,instance_qutebrowser__qutebrowser-fea33d607fde83cf505b228238cf365936437a63-v9f8e9d96c85c85a605e382f1510bd08563afc566,3,1,0,2,qutebrowser/utils/qtutils.py,source,2,0,0,2,qutebrowser/utils/qtutils.py,source
codex,Codex,instance_ansible__ansible-0ea40e09d1b35bcb69ff4d9cecf3d0defa4b36e8-v30a923fb5c164d6cd18280c02422f75e611e8fb2,1,0,0,1,,none,3,0,1,2,lib/ansible/utils/vars.py,source
codex,Codex,instance_ansible__ansible-12734fa21c08a0ce8c84e533abdc560db2eb1955-v7eee2454f617569fd6889f2211f75bc02a35f9f8,2,0,0,2,lib/ansible/plugins/filter/core.py,source,3,0,1,2,lib/ansible/parsing/yaml/dumper.py,source
codex,Codex,instance_ansible__ansible-164881d871964aa64e0f911d03ae270acbad253c-v390e508d27db7a51eece36bb6d9698b63a5b638a,3,0,0,3,lib/ansible/template/__init__.py,source,3,0,0,3,lib/ansible/template/__init__.py,source
codex,Codex,instance_ansible__ansible-185d41031660a676c43fbb781cd1335902024bfe-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,3,0,0,3,lib/ansible/plugins/callback/default.py,source,3,0,1,2,lib/ansible/plugins/callback/__init__.py,source
codex,Codex,instance_ansible__ansible-189fcb37f973f0b1d52b555728208eeb9a6fce83-v906c969b551b346ef54a2c0b41e04f632b7b73c2,9,4,0,5,lib/ansible/modules/net_tools/nios/nios_fixed_address.py,source,2,0,0,2,lib/ansible/modules/net_tools/nios/nios_fixed_address.py,source
codex,Codex,instance_ansible__ansible-1a4644ff15355fd696ac5b9d074a566a80fe7ca3-v30a923fb5c164d6cd18280c02422f75e611e8fb2,1,0,0,1,,none,2,0,1,1,lib/ansible/plugins/connection/psrp.py,source
codex,Codex,instance_ansible__ansible-1ee70fc272aff6bf3415357c6e13c5de5b928d9b-v1055803c3a812189a1133297f7f5468579283f86,1,0,0,1,,none,1,0,0,1,,none
codex,Codex,instance_ansible__ansible-29aea9ff3466e4cd2ed00524b9e56738d568ce8b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,2,0,0,2,repro.py,source,3,0,1,2,lib/ansible/plugins/doc_fragments/constructed.py,source
codex,Codex,instance_ansible__ansible-379058e10f3dbc0fdcaf80394bd09b18927e7d33-v1055803c3a812189a1133297f7f5468579283f86,10,0,0,10,lib/ansible/module_utils/common/_collections_compat.py,source,11,0,1,10,lib/ansible/module_utils/basic.py,source
codex,Codex,instance_ansible__ansible-395e5e20fab9cad517243372fa3c3c5d9e09ab2a-v7eee2454f617569fd6889f2211f75bc02a35f9f8,3,0,0,3,lib/ansible/plugins/strategy/__init__.py,source,4,0,1,3,lib/ansible/executor/play_iterator.py,source
codex,Codex,instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59,1,0,0,1,,none,7,0,1,6,lib/ansible/parsing/dataloader.py,source
codex,Codex,instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,2,0,0,2,repro_min_attribute.py,source,3,0,2,1,docs/docsite/rst/user_guide/playbooks_filters.rst,config_doc
codex,Codex,instance_ansible__ansible-415e08c2970757472314e515cb63a51ad825c45e-v7eee2454f617569fd6889f2211f75bc02a35f9f8,2,0,0,2,lib/ansible/module_utils/common/locale.py,source,3,0,1,2,lib/ansible/module_utils/basic.py,source
codex,Codex,instance_ansible__ansible-42355d181a11b51ebfc56f6f4b3d9c74e01cb13b-v1055803c3a812189a1133297f7f5468579283f86,3,0,0,3,lib/ansible/vars/manager.py,source,6,0,1,5,lib/ansible/executor/process/worker.py,source
codex,Codex,instance_ansible__ansible-489156378c8e97374a75a544c7c9c2c0dd8146d1-v390e508d27db7a51eece36bb6d9698b63a5b638a,1,0,0,1,,none,3,0,1,2,lib/ansible/module_utils/network/meraki/meraki.py,source
codex,Codex,instance_ansible__ansible-502270c804c33d3bc963930dc85e0f4ca359674d-v7eee2454f617569fd6889f2211f75bc02a35f9f8,2,0,0,2,repro.py,source,1,0,0,1,,none
codex,Codex,instance_ansible__ansible-5260527c4a71bfed99d803e687dd19619423b134-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,2,0,0,2,lib/ansible/module_utils/common/file.py,source,4,0,2,2,docs/docsite/rst/porting_guides/porting_guide_2.11.rst,config_doc
codex,Codex,instance_ansible__ansible-5c225dc0f5bfa677addeac100a8018df3f3a9db1-v173091e2e36d38c978002990795f66cfc0af30ad,2,0,0,2,repro.py,source,3,0,1,2,lib/ansible/executor/play_iterator.py,source
codex,Codex,instance_ansible__ansible-5f4e332e3762999d94af27746db29ff1729252c1-v0f01c69f1e2528b935359cfe578530722bca2c59,1,0,0,1,,none,2,0,1,1,lib/ansible/config/manager.py,source
codex,Codex,instance_ansible__ansible-6cc97447aac5816745278f3735af128afb255c81-v0f01c69f1e2528b935359cfe578530722bca2c59,5,0,0,5,lib/ansible/module_utils/common/warnings.py,source,7,0,0,7,lib/ansible/cli/__init__.py,source
codex,Codex,instance_ansible__ansible-748f534312f2073a25a87871f5bd05882891b8c4-v0f01c69f1e2528b935359cfe578530722bca2c59,2,0,0,2,repro_pkg_mgr.py,source,2,0,1,1,lib/ansible/module_utils/facts/system/pkg_mgr.py,source
codex,Codex,instance_ansible__ansible-77658704217d5f166404fc67997203c25381cb6e-v390e508d27db7a51eece36bb6d9698b63a5b638a,2,0,0,2,repro.py,source,1,0,0,1,,none
